antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'S18'}),frozenset({'S53'}),0.6557142857142857,0.6185714285714285,0.4057142857142857,0.6187363834422658,1.0002666706918846,1.0,0.00010816326530610487,1.0004326530612244,0.0007743556776341446,0.46710526315789475,0.000432465953505848,0.6373127644694008
frozenset({'S18'}),frozenset({'S55'}),0.6557142857142857,0.6371428571428571,0.42714285714285716,0.6514161220043574,1.0224019852086328,1.0,0.00935918367346944,1.040946428571429,0.06364229312091516,0.4933993399339935,0.039335769303347194,0.6609098547241519
frozenset({'S55'}),frozenset({'S18'}),0.6371428571428571,0.6557142857142857,0.42714285714285716,0.6704035874439462,1.0224019852086326,1.0,0.00935918367346944,1.0445675413022355,0.06038501040212816,0.4933993399339935,0.042666021621420656,0.6609098547241519
frozenset({'S24'}),frozenset({'S21'}),0.6314285714285715,0.6471428571428571,0.4142857142857143,0.6561085972850679,1.0138543445906125,1.0,0.005661224489795946,1.0260714285714285,0.037075648222400615,0.47933884297520674,0.025408980160111415,0.6481425988632845
frozenset({'S21'}),frozenset({'S24'}),0.6471428571428571,0.6314285714285715,0.4142857142857143,0.6401766004415012,1.0138543445906127,1.0,0.005661224489795946,1.0243120070113936,0.03872679045092857,0.47933884297520674,0.023734962438181368,0.6481425988632845
frozenset({'S26'}),frozenset({'S21'}),0.48857142857142855,0.6471428571428571,0.32857142857142857,0.672514619883041,1.039205814388805,1.0,0.012395918367346936,1.0774744897959185,0.07376730629098857,0.4070796460176991,0.07190378104505536,0.5901204445993571
frozenset({'S21'}),frozenset({'S26'}),0.6471428571428571,0.48857142857142855,0.32857142857142857,0.5077262693156733,1.0392058143888052,1.0,0.012395918367346936,1.0389109545163357,0.1069177961626474,0.4070796460176991,0.037453599220590356,0.5901204445993571
frozenset({'S35'}),frozenset({'S21'}),0.5442857142857143,0.6471428571428571,0.35285714285714287,0.6482939632545932,1.001778751166038,1.0,0.0006265306122449354,1.003272921108742,0.0038962852030004994,0.42078364565587745,0.0032622440413573052,0.5967739131946255
frozenset({'S21'}),frozenset({'S35'}),0.6471428571428571,0.5442857142857143,0.35285714285714287,0.5452538631346578,1.001778751166038,1.0,0.0006265306122449354,1.0021289875173371,0.005032044452458135,0.42078364565587745,0.0021244645588103725,0.5967739131946255
frozenset({'S42'}),frozenset({'S21'}),0.6771428571428572,0.6471428571428571,0.44142857142857145,0.6518987341772152,1.0073490373599352,1.0,0.003220408163265298,1.0136623376623377,0.022596442993384258,0.5000000000000001,0.013478194024496615,0.6670089697376143
frozenset({'S21'}),frozenset({'S42'}),0.6471428571428571,0.6771428571428572,0.44142857142857145,0.6821192052980133,1.0073490373599352,1.0,0.003220408163265298,1.015654761904762,0.020675287921072233,0.5000000000000001,0.015413467737209252,0.6670089697376143
frozenset({'S45'}),frozenset({'S21'}),0.6257142857142857,0.6471428571428571,0.4142857142857143,0.6621004566210047,1.0231132883768286,1.0,0.00935918367346944,1.0442664092664098,0.060357988944459394,0.48252911813643945,0.042389958035236014,0.651138528531253
frozenset({'S21'}),frozenset({'S45'}),0.6471428571428571,0.6257142857142857,0.4142857142857143,0.6401766004415012,1.0231132883768284,1.0,0.00935918367346944,1.040192813321648,0.06402345386011483,0.48252911813643945,0.03863977217194977,0.651138528531253
frozenset({'S51'}),frozenset({'S21'}),0.61,0.6471428571428571,0.4014285714285714,0.65807962529274,1.0169000832338146,1.0,0.00667142857142855,1.031986301369863,0.04261337713294995,0.4691151919866444,0.030994889493595176,0.6391943380326834
frozenset({'S21'}),frozenset({'S51'}),0.6471428571428571,0.61,0.4014285714285714,0.6203090507726269,1.0169000832338146,1.0,0.00667142857142855,1.0271511627906975,0.04709899577852363,0.4691151919866444,0.026433463519556135,0.6391943380326834
frozenset({'S53'}),frozenset({'S21'}),0.6185714285714285,0.6471428571428571,0.40285714285714286,0.651270207852194,1.0063778046281144,1.0,0.0025530612244898387,1.0118353831598865,0.016614869710734198,0.4668874172185431,0.011696945330104565,0.6368933820717924
frozenset({'S21'}),frozenset({'S53'}),0.6471428571428571,0.6185714285714285,0.40285714285714286,0.6225165562913907,1.0063778046281142,1.0,0.0025530612244898387,1.0104511278195487,0.017960203290550737,0.4668874172185431,0.010343031475556166,0.6368933820717924
frozenset({'S57'}),frozenset({'S21'}),0.6557142857142857,0.6471428571428571,0.43142857142857144,0.6579520697167757,1.0167029774872913,1.0,0.007087755102040849,1.0316014558689721,0.04771784232365167,0.49508196721311476,0.030633395958473583,0.6623093681917211
frozenset({'S21'}),frozenset({'S57'}),0.6471428571428571,0.6557142857142857,0.43142857142857144,0.6666666666666667,1.0167029774872913,1.0,0.007087755102040849,1.0328571428571431,0.04655870445344151,0.49508196721311476,0.03181189488243457,0.6623093681917211
frozenset({'S22'}),frozenset({'S24'}),0.67,0.6314285714285715,0.4342857142857143,0.64818763326226,1.0265415006415883,1.0,0.011228571428571366,1.0476363636363633,0.07834928229665028,0.5008237232289949,0.04547032280458143,0.6679852193460621
frozenset({'S24'}),frozenset({'S22'}),0.6314285714285715,0.67,0.4342857142857143,0.6877828054298643,1.0265415006415883,1.0,0.011228571428571366,1.0569565217391304,0.07014993880048921,0.5008237232289949,0.053887289181406714,0.6679852193460621
